date,reach.id,transect.no,purpose,wetted.width.m,thalweg.depth.m,width.to.depth,time.m,time.l,time.r,lens.height.m,lens.height.l,lens.height.r,veg.type.l,veg.type.r,veg.code.l,veg.code.r,veg.code.avg,wetted.edge.l.m,wetted.edge.r.m,herb.height.max.l.m,herb.height.max.r.m,herb.height.max.avg.m,stream.aspect.deg,stream.orient.from.north,veg.dens.l,veg.dens.r,veg.dens.avg,herb.height.mode.l.m,herb.height.mode.r.m,herb.height.mode.avg.m,lat.dec.deg,long.dec.deg,wood.height.max.l.m,wood.height.max.r.m,shade.lidar.leafoff.dsm,shade.lidar.dem,gap.fraction.m,gap.fraction.l,gap.fraction.r,gap.fraction.avg,openness.m,openness.l,openness.r,openness.avg,total.site.factor.m,total.site.factor.l,total.site.factor.r,total.site.factor.avg,shade.m,shade.l,shade.r,shade.avg
8/19/2017,1,7,Transect,2.1844,0.6097905,3.6,11:42,11:48,11:57,0.2667,0.2794,0.1778,G,M,0,0.5,0.25,-0.6096,-0.5588,1.0029825,1.561846,1.28241425,137,137,0.5,0.5,0.5,1.0029825,1.11125,1.05711625,45.08205341,-92.86206682,,,,,0.7437,0.4115,0.5285,0.561233333,0.579,0.2991,0.4309,0.436333333,0.9121,0.7526,0.538,0.734233333,0.0879,0.2474,0.462,0.265766667
8/19/2017,1,8,Transect,3.048,0.4756785,6.4,12:27,12:31,12:35,0.27305,0.3937,0.37465,M,M,0.5,0.5,0.5,-0.9144,0,1.592326,1.744726,1.668526,137,137,0,0.5,0.25,1.0182225,1.196086,1.10715425,45.08197724,-92.8619597,,,,,0.748,0.2273,0.6095,0.528266667,0.5888,0.1763,0.5008,0.421966667,0.8756,0.3942,0.5591,0.609633333,0.1244,0.6058,0.4409,0.390366667
8/19/2017,1,9,Transect,2.3876,0.4391025,5.4,13:06,13:10,13:14,0.26035,0.2286,0.28575,M,M,0.5,0.5,0.5,-0.2032,-0.762,1.653286,1.378966,1.516126,129,129,0.5,0.5,0.5,0.9572625,1.11125,1.03425625,45.08192484,-92.86182179,,,,,0.6893,0.4926,0.2189,0.466933333,0.5357,0.3686,0.1693,0.357866667,0.8033,0.6755,0.1639,0.547566667,0.1967,0.3245,0.8361,0.452433333
8/19/2017,1,10,Transect,2.3622,0.6372225,3.7,13:59,14:09,14:14,0.19685,0.1778,0.24765,G,M,0,0.5,0.25,-0.8128,-0.6096,1.683766,1.958086,1.820926,121,121,0.5,1,0.75,1.0182225,1.196086,1.10715425,45.08186242,-92.86169123,,,,,0.6464,0.1601,0.2341,0.346866667,0.4972,0.13,0.1824,0.269866667,0.634,0.225,0.1358,0.3316,0.366,0.775,0.8642,0.6684
8/19/2017,1,11,Transect,2.54,0.5183505,4.9,14:36,14:42,14:49,0.31115,0.26035,0.2413,G,G,0,0,0,-0.4064,-0.2032,1.805686,1.988566,1.897126,113,113,0.5,0,0.25,1.196086,1.226566,1.211326,45.08180817,-92.86155444,,,,,0.741,0.3303,0.5538,0.5417,0.5909,0.2723,0.4572,0.440133333,0.886,0.4058,0.4813,0.591033333,0.114,0.5942,0.5187,0.408966667
8/29/2017,2,11,Transect,2.5146,0.1952625,12.9,12:42,12:48,12:54,0.5334,0.53975,0.5207,M,M,0.5,0.5,0.5,-0.2032,-0.635,1.714246,1.500886,1.607566,175,175,0,0,0,1.226566,0.9572625,1.09191425,45.07973577,-92.86002169,,,,,0.5138,0.2711,0.2728,0.352566667,0.3816,0.1979,0.2031,0.260866667,0.8069,0.453,0.3894,0.549766667,0.1931,0.547,0.6106,0.450233333
8/29/2017,2,10,Transect,2.5146,0.1739265,14.5,13:34,13:39,13:42,0.5461,0.61595,0.5842,M,M,0.5,0.5,0.5,-0.2794,-0.0762,1.866646,1.470406,1.668526,164,164,0,1,0.5,1.0182225,1.470406,1.24431425,45.07981677,-92.86005467,,,,,0.2929,0.3103,0.2526,0.285266667,0.2261,0.2363,0.193,0.218466667,0.4083,0.3994,0.3559,0.387866667,0.5917,0.6006,0.6441,0.612133333
8/29/2017,2,9,Transect,3.2512,0.1586865,20.5,14:22,14:26,14:30,0.56515,0.60325,0.60325,F,F,1,1,1,0.254,0.127,0.4391025,0.3476625,0.3933825,167,167,1,1,1,0.4391025,0.3476625,0.3933825,45.07994901,-92.86006783,,,,,0.0534,0.0469,0.0588,0.053033333,0.0545,0.0416,0.0607,0.052266667,0.0315,0.0312,0.0345,0.0324,0.9685,0.9688,0.9655,0.9676
8/29/2017,2,8,Transect,2.4638,0.2409825,10.2,15:23,15:28,15:31,0.48895,0.7112,0.65405,M,F,0.5,1,0.75,3.175,0.2794,0.7439025,0.1647825,0.4543425,167,167,0,1,0.5,0.7439025,0.1647825,0.4543425,45.080042,-92.86008385,,,,,0.1205,0.2241,0.0427,0.1291,0.1169,0.1777,0.0442,0.112933333,0.1384,0.3342,0.065,0.1792,0.8616,0.6658,0.935,0.8208
8/29/2017,2,7,Transect,2.5908,0.3354705,7.7,16:08,16:13,16:16,0.3683,0.43815,0.5842,M,F,0.5,1,0.75,1.905,0,0.5305425,0.4391025,0.4848225,211,31,0,1,0.5,0.5305425,0.4391025,0.4848225,45.08013269,-92.86006534,,,,,0.1141,0.2432,0.0864,0.1479,0.085,0.1665,0.085,0.112166667,0.2151,0.3844,0.1229,0.2408,0.7849,0.6156,0.8771,0.7592
8/30/2017,2,6,Transect,2.286,0.3019425,7.6,9:29,9:37,9:43,0.4826,0.59055,0.48895,M,M,0.5,0.5,0.5,0.1524,-0.4064,1.0182225,2.201926,1.61007425,207,27,0,0.5,0.25,0.8658225,1.348486,1.10715425,45.08026101,-92.8599641,,,,,0.3103,0.3562,0.1016,0.256033333,0.2296,0.2661,0.0771,0.190933333,0.6795,0.6974,0.2185,0.5318,0.3205,0.3026,0.7815,0.4682
8/30/2017,2,5,Transect,2.286,0.3019425,7.6,10:24,10:32,10:37,0.4191,0.4191,0.51435,M,M,0.5,0.5,0.5,0,0,1.927606,2.049526,1.988566,225,45,0.5,1,0.75,0.9267825,1.378966,1.15287425,45.08037078,-92.8599056,,,,,0.4596,0.3627,0.2942,0.372166667,0.32,0.2556,0.2117,0.262433333,0.5324,0.2204,0.4074,0.386733333,0.4676,0.7796,0.5926,0.613266667
8/30/2017,2,4,Transect,2.4892,0.3415665,7.3,11:22,11:26,11:30,0.38735,0.4318,0.41275,M,M,0.5,0.5,0.5,0.0762,0,0.9115425,1.866646,1.38909425,206,26,0.5,1,0.75,1.196086,1.196086,1.196086,45.08044053,-92.85984767,,,,,0.4441,0.43,0.2719,0.382,0.3328,0.3196,0.2119,0.2881,0.4521,0.425,0.2833,0.3868,0.5479,0.575,0.7167,0.6132
8/30/2017,2,3,Transect,2.7432,0.2287905,12.0,11:58,12:00,12:03,0.4826,0.4826,0.4572,M,M,0.5,0.5,0.5,0.889,0,0.2867025,1.531366,0.90903425,173,173,0.5,1,0.75,0.2867025,1.0182225,0.6524625,45.08056473,-92.85983381,,,,,0.3864,0.3721,0.2547,0.337733333,0.2939,0.2807,0.1876,0.254066667,0.5755,0.5533,0.3706,0.4998,0.4245,0.4467,0.6294,0.5002
8/30/2017,2,2,Transect,2.3876,0.2867025,8.3,12:32,12:39,12:45,0.43815,0.55245,0.51435,M,M,0.5,0.5,0.5,1.2446,0.1016,0.2562225,2.201926,1.22907425,191,11,0.5,0.5,0.5,0.2562225,1.257046,0.75663425,45.08065734,-92.85983431,,,,,0.3252,0.2838,0.2828,0.297266667,0.237,0.2049,0.2009,0.214266667,0.4198,0.3484,0.3473,0.371833333,0.5802,0.6516,0.6527,0.628166667
8/30/2017,2,1,Transect,4.4704,0.2501265,17.9,12:57,1:04,1:09,0.5207,0.48895,0.5207,F,F,1,1,1,0,1.11125,1.1684,1.1684,1.1684,173,173,1,1,1,0.4695825,0.4695825,0.4695825,45.08081048,-92.85986969,,,,,0.1078,0.1046,0.1011,0.1045,0.0903,0.0825,0.0867,0.0865,0.1191,0.1107,0.102,0.1106,0.8809,0.8893,0.898,0.8894
9/10/2017,3,0,Test,2.159,0.2105025,10.3,11:13,11:19,11:23,0.43815,0.40005,0.4953,G,G,0,0,0,-0.0762,0,2.476246,1.836166,2.156206,180,0,0.5,0.5,0.5,1.318006,1.531366,1.424686,45.0787585,-92.86023454,,,,,0.8058,0.7027,0.4025,0.637,0.6445,0.5508,0.3137,0.503,0.9088,0.7835,0.6187,0.770333333,0.0912,0.2165,0.3813,0.229666667
9/10/2017,3,6,Stage,1.9812,0.5457825,3.6,13:05,13:46,14:27,0.71755,0.18415,0.7239,G,G,0,0,0,-0.254,-0.2286,2.323846,2.323846,2.323846,161,161,1,0.5,0.75,1.226566,1.0182225,1.12239425,45.0774728,-92.8604478,,,,,0.8673,0.471,0.8136,0.7173,0.7199,0.3632,0.6533,0.5788,0.9738,0.702,0.9195,0.8651,0.0262,0.298,0.0805,0.1349
9/10/2017,3,6,Stage,1.9812,0.5457825,3.6,13:09,13:53,14:35,0.57785,0.2921,0.5842,G,G,0,0,0,-0.254,-0.2286,2.323846,2.323846,2.323846,161,161,1,0.5,0.75,1.226566,1.0182225,1.12239425,45.0774728,-92.8604478,,,,,0.8407,0.5491,0.7628,0.717533333,0.6842,0.424,0.5995,0.569233333,0.9585,0.7104,0.8407,0.836533333,0.0415,0.2896,0.1593,0.163466667
9/10/2017,3,6,Stage,1.9812,0.5457825,3.6,13:17,14:00,14:42,0.4445,0.4445,0.4445,G,G,0,0,0,-0.254,-0.2286,2.323846,2.323846,2.323846,161,161,1,0.5,0.75,1.226566,1.0182225,1.12239425,45.0774728,-92.8604478,,,,,0.8044,0.6024,0.6982,0.701666667,0.6402,0.4717,0.5386,0.550166667,0.9252,0.7231,0.7491,0.799133333,0.0748,0.2769,0.2509,0.200866667
9/10/2017,3,6,Stage,1.9812,0.5457825,3.6,13:28,14:11,14:51,0.3175,0.56515,0.3048,G,G,0,0,0,-0.254,-0.2286,2.323846,2.323846,2.323846,161,161,1,0.5,0.75,1.226566,1.0182225,1.12239425,45.0774728,-92.8604478,,,,,0.7665,0.6379,0.6199,0.674766667,0.5961,0.4989,0.4694,0.521466667,0.8987,0.7719,0.719,0.796533333,0.1013,0.2281,0.281,0.203466667
9/10/2017,3,6,Stage,1.9812,0.5457825,3.6,13:35,14:17,14:59,0.17145,0.70485,0.15875,G,G,0,0,0,-0.254,-0.2286,2.323846,2.323846,2.323846,161,161,1,0.5,0.75,1.226566,1.0182225,1.12239425,45.0774728,-92.8604478,,,,,0.7235,0.7375,0.5507,0.670566667,0.5523,0.5928,0.4072,0.517433333,0.8781,0.8777,0.5834,0.779733333,0.1219,0.1223,0.4166,0.220266667
9/11/2017,3,9,Stage,2.8448,0.6524625,4.4,10:07,10:49,11:22,0.7112,0.1778,0.7112,G,G,0,0,0,-0.508,0,2.323846,2.323846,2.323846,113,113,1,0.5,0.75,1.257046,2.171446,1.714246,45.07742,-92.8603,,,,,0.8474,0.2536,0.7689,0.6233,0.6886,0.2056,0.6314,0.508533333,0.9695,0.3253,0.9075,0.7341,0.0305,0.6747,0.0925,0.2659
9/11/2017,3,9,Stage,2.8448,0.6524625,4.4,10:10,10:55,11:29,0.57785,0.31115,0.57785,G,G,0,0,0,-0.508,0,2.323846,2.323846,2.323846,113,113,1,0.5,0.75,1.257046,2.171446,1.714246,45.07742,-92.8603,,,,,0.8285,0.252,0.7586,0.613033333,0.6642,0.2073,0.6088,0.493433333,0.9572,0.3209,0.8932,0.723766667,0.0428,0.6791,0.1068,0.276233333
9/11/2017,3,9,Stage,2.8448,0.6524625,4.4,10:16,11:01,11:32,0.4445,0.4445,0.45085,G,G,0,0,0,-0.508,0,2.323846,2.323846,2.323846,113,113,1,0.5,0.75,1.257046,2.171446,1.714246,45.07742,-92.8603,,,,,0.797,0.2647,0.7278,0.5965,0.6259,0.2091,0.5741,0.4697,0.9404,0.2834,0.8276,0.6838,0.0596,0.7166,0.1724,0.3162
9/11/2017,3,9,Stage,2.8448,0.6524625,4.4,10:22,11:07,11:37,0.31115,0.5588,0.33655,G,G,0,0,0,-0.508,0,2.323846,2.323846,2.323846,113,113,1,0.5,0.75,1.257046,2.171446,1.714246,45.07742,-92.8603,,,,,0.7605,0.345,0.7015,0.602333333,0.5858,0.2691,0.5443,0.4664,0.9295,0.3115,0.7935,0.678166667,0.0705,0.6885,0.2065,0.321833333
9/11/2017,3,9,Stage,2.8448,0.6524625,4.4,10:39,11:16,11:49,0.18415,0.7112,0.17145,G,G,0,0,0,-0.508,0,2.323846,2.323846,2.323846,113,113,1,0.5,0.75,1.257046,2.171446,1.714246,45.07742,-92.8603,,,,,0.7379,0.3736,0.6534,0.5883,0.5621,0.3046,0.4978,0.454833333,0.9161,0.5483,0.7179,0.727433333,0.0839,0.4517,0.2821,0.272566667
9/12/2017,2,0,Stage,3.048,0.2105025,14.5,17:24,17:05,17:41,0.31115,0.71755,0.254,F,F,1,1,1,0.4826,1.805686,1.2446,1.0182225,1.13141125,181,1,0.5,0.5,0.5,1.2446,1.0182225,1.13141125,45.08098659,-92.85985264,,,,,0.0799,0.0893,0.0919,0.087033333,0.0549,0.064,0.0687,0.062533333,0.0736,0.0704,0.1453,0.096433333,0.9264,0.9296,0.8547,0.903566667
9/12/2017,2,0,Stage,3.048,0.2105025,14.5,17:28,17:10,17:45,0.40005,0.56515,0.3302,F,F,1,1,1,0.4826,1.805686,1.2446,1.0182225,1.13141125,181,1,0.5,0.5,0.5,1.2446,1.0182225,1.13141125,45.08098659,-92.85985264,,,,,0.0814,0.0901,0.0913,0.0876,0.0556,0.0676,0.0689,0.064033333,0.0786,0.0757,0.1517,0.102,0.9214,0.9243,0.8483,0.898
9/12/2017,2,0,Stage,3.048,0.2105025,14.5,17:31,17:12,17:47,0.48895,0.4699,0.43815,F,F,1,1,1,0.4826,1.805686,1.2446,1.0182225,1.13141125,181,1,0.5,0.5,0.5,1.2446,1.0182225,1.13141125,45.08098659,-92.85985264,,,,,0.0837,0.0893,0.09,0.087666667,0.0575,0.0672,0.0682,0.0643,0.0812,0.0788,0.1469,0.1023,0.9188,0.9212,0.8531,0.8977
9/12/2017,2,0,Stage,3.048,0.2105025,14.5,17:35,17:16,17:51,0.60325,0.3302,0.71755,F,F,1,1,1,0.4826,1.805686,1.2446,1.0182225,1.13141125,181,1,0.5,0.5,0.5,1.2446,1.0182225,1.13141125,45.08098659,-92.85985264,,,,,0.086,0.0871,0.0862,0.086433333,0.0592,0.0646,0.066,0.063266667,0.085,0.079,0.1289,0.097633333,0.915,0.921,0.8711,0.902366667
9/12/2017,2,0,Stage,3.048,0.2105025,14.5,17:36,17:19,17:53,0.7112,0.4191,0.5715,F,F,1,1,1,0.4826,1.805686,1.2446,1.0182225,1.13141125,181,1,0.5,0.5,0.5,1.2446,1.0182225,1.13141125,45.08098659,-92.85985264,,,,,0.089,0.0888,0.0879,0.088566667,0.0616,0.0655,0.0669,0.064666667,0.0838,0.085,0.1377,0.102166667,0.9162,0.915,0.8623,0.897833333
9/13/2017,4,5,Stage,2.9464,0.3385185,8.7,12:59,12:34,13:24,0.7112,0.3175,0.41275,F,F,1,1,1,0,0.4826,0.8353425,1.0182225,0.9267825,91,91,1,1,1,0.5610225,0.4391025,0.5000625,45.07509144,-92.85713234,,,,,0.0693,0.062,0.0744,0.068566667,0.0541,0.0598,0.0549,0.056266667,0.1416,0.1258,0.0616,0.109666667,0.8584,0.8742,0.9384,0.890333333
9/13/2017,4,5,Stage,2.9464,0.3385185,8.7,13:01,12:36,13:29,0.5715,0.4445,0.48895,F,F,1,1,1,0,0.4826,0.8353425,1.0182225,0.9267825,91,91,1,1,1,0.5610225,0.4391025,0.5000625,45.07509144,-92.85713234,,,,,0.0654,0.0625,0.0802,0.069366667,0.0507,0.0627,0.0597,0.0577,0.1367,0.1219,0.071,0.109866667,0.8633,0.8781,0.929,0.890133333
9/13/2017,4,5,Stage,2.9464,0.3385185,8.7,13:08,12:45,13:31,0.4445,0.22225,0.56515,F,F,1,1,1,0,0.4826,0.8353425,1.0182225,0.9267825,91,91,1,1,1,0.5610225,0.4391025,0.5000625,45.07509144,-92.85713234,,,,,0.0789,0.0641,0.0835,0.0755,0.0624,0.0594,0.0595,0.060433333,0.1536,0.1336,0.0765,0.121233333,0.8464,0.8664,0.9235,0.878766667
9/13/2017,4,5,Stage,2.9464,0.3385185,8.7,13:14,12:50,13:35,0.24765,0.57785,0.7112,F,F,1,1,1,0,0.4826,0.8353425,1.0182225,0.9267825,91,91,1,1,1,0.5610225,0.4391025,0.5000625,45.07509144,-92.85713234,,,,,0.0789,0.0554,0.0851,0.073133333,0.0624,0.0563,0.0596,0.059433333,0.1536,0.1034,0.0877,0.1149,0.8464,0.8966,0.9123,0.8851
9/13/2017,4,5,Stage,2.9464,0.3385185,8.7,13:18,12:54,13:37,0.32385,0.7112,0.635,F,F,1,1,1,0,0.4826,0.8353425,1.0182225,0.9267825,91,91,1,1,1,0.5610225,0.4391025,0.5000625,45.07509144,-92.85713234,,,,,0.0713,0.0465,0.0844,0.0674,0.0556,0.05,0.059,0.054866667,0.1161,0.0689,0.0886,0.0912,0.8839,0.9311,0.9114,0.9088
9/14/2017,6,0,Test,2.667,0.5000625,5.3,8:48,8:51,8:56,0.4064,0.45085,0.40005,F,F,1,1,1,0.381,0.254,1.470406,1.714246,1.592326,37,37,0.5,0.5,0.5,1.196086,0.8658225,1.03095425,45.07103594,-92.8366598,,,,,0.1393,0.1488,0.1257,0.137933333,0.1084,0.1124,0.0989,0.106566667,0.0896,0.1166,0.0544,0.086866667,0.9104,0.8834,0.9456,0.913133333
